Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,F1,F2,F3,F4,F5,Price
1,1,2010,72000,3,0,1,12.05,2179,120,8,12,2,2,2,2,4.4
2,1,2016,24000,2,0,1,25.17,799,53.3,5,12,1,1,11,1,3.1
3,1,2017,53285,2,1,1,22.5,999,67,5,12,2,2,2,2,4.28
1,1,2017,12000,2,0,1,16.1,1197,85,5,12,1,1,11,1,5.5
2,1,2012,45000,3,1,1,17,1896,105,5,12,2,2,2,2,6.99
3,1,2018,26234,2,0,1,24.7,796,47.3,5,12,1,1,11,1,4.29
1,1,2014,55000,2,0,1,18.6,1197,85.8,5,12,2,2,2,2,4.2
2,1,2012,90000,3,0,1,23,1396,90,5,12,1,1,11,1,4.11
3,1,2015,48000,3,1,1,15.73,1968,174.33,5,12,2,2,2,2,18.75
1,1,2017,19863,3,1,1,11.57,2987,254.79,5,12,1,1,11,1,64.95
2,1,2010,55000,2,0,2,19.81,1086,68.05,5,12,2,2,2,2,1.59
3,1,2016,4800,2,0,1,20.51,998,67.04,5,12,1,1,11,1,3.6
1,1,2017,38607,2,0,2,17.8,1497,117.3,5,12,2,2,2,2,7.87
2,1,2018,3958,2,0,1,18.9,1197,81.86,5,12,1,1,11,1,5.55
3,1,2014,74000,3,0,2,25.1,1498,98.6,5,12,2,2,2,2,6.4
1,1,2009,54540,2,0,3,17.5,1298,85.8,5,12,1,1,11,1,2.65
2,1,2015,58400,2,0,1,17.5,1298,85.8,5,12,2,2,2,2,5.5
3,1,2013,73648,3,0,1,15.1,2179,140,7,12,1,1,11,1,7.31
1,1,2016,83000,3,0,1,28.09,1248,88.5,5,12,2,2,2,2,7.1
2,1,2016,16159,3,0,1,22.32,1582,126.32,5,12,1,1,11,1,7.83
3,1,2005,150000,3,0,1,13.1,1493,82,5,12,2,2,2,2,0.85
1,1,2014,22100,2,0,1,19.4,1198,86.8,5,12,1,1,11,1,3.55
2,1,2017,35043,2,0,1,17.19,1197,81.86,5,12,2,2,2,2,8.19
3,1,2018,24000,3,1,1,18.88,1995,184,5,12,1,1,11,1,28
1,1,2015,480000,3,1,1,16.96,1968,138.03,5,12,2,2,2,2,13
2,1,2011,70000,2,0,2,15.26,1598,103.5,5,12,1,1,11,1,3.29
3,1,2015,13769,2,0,2,16.1,1197,85,5,12,2,2,2,2,4.41
1,1,2013,58000,3,0,1,19.01,1461,108.45,5,12,1,1,11,1,4.99
2,1,2009,58000,3,1,1,18.56,1995,190,5,12,2,2,2,2,17.98
3,1,2018,18705,3,0,1,20.5,1248,91.72,5,12,1,1,11,1,7.71
1,1,2013,32378,2,0,1,20.51,998,67.04,5,12,2,2,2,2,2.8
2,1,2013,45000,3,0,1,22.1,1248,76.9,5,12,1,1,11,1,3
3,1,2015,36836,3,0,1,15.1,2179,140,7,12,2,2,2,2,12.49
1,1,2016,54199,3,0,1,23,1248,88.8,5,12,1,1,11,1,5
2,1,2017,36935,3,1,1,18.56,1995,190,5,12,2,2,2,2,32.64
3,1,2015,23000,3,0,1,25.2,1248,74,5,12,1,1,11,1,6.5
1,1,2015,14000,3,1,1,18.12,1995,190,5,12,2,2,2,2,35
2,1,2015,100073,3,0,2,25,1396,69.01,5,12,1,1,11,1,2
3,1,2015,59182,3,0,1,15.1,2179,140,7,12,2,2,2,2,9.46
1,1,2016,72132,3,1,2,12.07,2967,241.4,7,12,1,1,11,1,39
2,1,2009,79000,3,1,1,18.48,1995,177,5,12,2,2,2,2,15
3,1,2013,66930,2,0,1,17.1,1591,121.3,5,12,1,1,11,1,6.15
1,1,2015,100000,3,1,2,13.01,2199,194.3,7,12,2,2,2,2,14.5
2,1,2012,43000,2,0,1,0,,,,12,1,1,11,1,3.25
3,1,2018,27413,2,1,1,20.51,998,67,5,12,2,2,2,2,5.18
1,1,2007,90000,2,0,2,17.3,1061,64,5,12,1,1,11,1,1.24
2,1,2013,40300,2,0,1,18.5,1197,82.85,5,12,2,2,2,2,2.8
3,1,2011,73783,2,1,2,13.7,1798,157.75,5,12,1,1,11,1,5.23
1,1,2005,86000,2,0,2,15.3,1341,83,5,12,2,2,2,2,0.45
2,1,2014,65694,2,0,1,18.9,998,67.1,5,12,1,1,11,1,3.25
3,1,2015,23000,2,0,1,16.8,796,34.2,5,12,2,2,2,2,1.5
1,1,2012,51000,2,0,1,20.36,1197,78.9,5,12,1,1,11,1,2.85
2,1,2018,18335,2,0,1,21.7,999,67,5,12,2,2,2,2,4.5
3,1,2014,36000,3,1,1,15,2147,107.3,5,12,1,1,11,1,16.25
1,1,2017,25000,2,1,1,17.21,1197,103.5,5,12,2,2,2,2,7.75
2,1,2007,81000,3,0,3,12.05,2179,120,8,12,1,1,11,1,4.35
3,1,2019,21719,3,1,1,12.9,2755,174.5,7,12,2,2,2,2,33.13
1,1,2013,75421,3,0,1,25.44,936,56.3,5,12,1,1,11,1,3.63
2,1,2010,80000,3,0,1,12.8,2494,102,8,12,2,2,2,2,4.75
3,1,2018,10671,2,0,1,20.85,1197,83.14,5,12,1,1,11,1,6.51
1,1,2018,4126,2,0,1,21.7,999,67,5,12,2,2,2,2,4.8
2,1,2017,98500,3,0,1,22.95,1248,74,5,12,1,1,11,1,6
3,1,2016,61578,2,0,1,18.9,1197,82,5,12,2,2,2,2,6.4
1,1,2014,54000,3,0,1,20.34,1498,103.2,5,12,1,1,11,1,4.9
2,1,2013,70998,3,1,1,17.68,1968,174.33,5,12,2,2,2,2,20.57
3,1,2015,40082,3,0,1,19.3,1248,73.9,5,12,1,1,11,1,4.76
1,1,2012,50619,2,0,1,18,995,62,5,12,2,2,2,2,2
2,1,2009,103905,3,1,1,22.69,1995,190,5,12,1,1,11,1,9.92
3,1,2018,15334,2,0,1,21.1,814,55.2,5,12,2,2,2,2,3.69
1,1,2013,69000,3,0,1,23.4,1248,74,5,12,1,1,11,1,5.75
2,1,2014,75160,3,0,1,20.14,1498,88.5,5,12,2,2,2,2,5.7
3,1,2014,44753,2,0,1,18,1198,86.7,5,12,1,1,11,1,4.94
1,1,2012,53024,2,1,1,14.4,1598,103.6,5,12,2,2,2,2,4.29
2,1,2014,23840,2,0,1,20.51,998,67.04,5,12,1,1,11,1,3
3,1,2014,81298,3,0,1,20.14,1498,88.8,5,12,2,2,2,2,6.5
1,1,2015,59000,2,0,2,16.47,1198,73.9,5,12,1,1,11,1,4.9
2,1,2016,51806,3,0,1,25.8,1498,98.6,5,12,2,2,2,2,5.4
3,1,2014,56000,3,1,1,18.53,1968,187.74,5,12,1,1,11,1,24
1,1,2019,29279,3,0,1,24.7,1047,69,5,12,2,2,2,2,7.46
2,1,2017,33550,3,1,1,21.5,1498,108.5,5,12,1,1,11,1,9.6
3,1,2014,62000,3,1,1,18.53,1968,187.74,5,12,2,2,2,2,25
1,1,2014,66000,3,0,1,19.01,1461,108.5,5,12,1,1,11,1,6.8
2,1,2016,46630,3,1,1,21.66,1498,103.52,5,12,2,2,2,2,8.59
3,1,2016,72566,3,0,1,25.83,1498,99,5,12,1,1,11,1,5.29
1,1,2011,51482,3,0,1,15.42,1405,70,8,12,2,2,2,2,2.5
2,1,2011,90000,3,1,1,14.84,2143,167.62,5,12,1,1,11,1,13.9
3,1,2014,69000,3,0,2,13,2982,168.5,7,12,2,2,2,2,20
1,1,2011,90000,2,0,2,17,1497,118,5,12,1,1,11,1,3.4
2,1,2015,39000,2,0,1,18.6,1197,81.83,5,12,2,2,2,2,5.5
3,1,2012,110000,3,0,2,20.54,1598,103.6,5,12,1,1,11,1,3.65
1,1,2011,68022,3,0,1,13.1,2499,141,7,12,2,2,2,2,5.86
2,1,2018,27852,2,1,1,14.8,1497,121.36,5,12,1,1,11,1,10.44
3,1,2013,58291,3,0,1,17.8,1248,null,5,12,2,2,2,2,5
1,1,2011,68439,3,0,1,23,1396,90,5,12,1,1,11,1,3.37
2,1,2011,150000,3,0,1,12.99,2494,100.6,8,12,2,2,2,2,6.95
3,1,2018,14000,3,0,1,21.5,1497,108.5,5,12,1,1,11,1,9.9
1,1,2012,71558,3,0,1,20,1399,68.05,5,12,2,2,2,2,3.3
2,1,2013,48000,3,1,2,17.85,2967,300,4,12,1,1,11,1,50.5
3,1,2015,65800,3,1,1,17.01,1582,126.2,5,12,2,2,2,2,12.5
1,1,2014,53000,3,1,1,16.55,1968,140,5,12,1,1,11,1,20.5
2,1,2017,14600,3,0,1,16,2179,140,7,12,2,2,2,2,14.5
3,1,2017,34429,3,1,1,13.8,2999,174.57,7,12,1,1,11,1,20
1,1,2014,52000,3,0,1,23.4,1248,74,5,12,2,2,2,2,5.25
2,1,2015,25470,2,0,1,20.73,1373,91.1,5,12,1,1,11,1,5.9
3,1,2013,22000,2,0,1,21.1,814,55.2,5,12,2,2,2,2,2.6
1,1,2007,75000,3,1,1,11,2987,198.5,5,12,1,1,11,1,11
2,1,2011,95995,3,1,1,18.48,1995,177,5,12,2,2,2,2,15.5
3,1,2017,26877,3,0,1,24,1186,73.97,5,12,1,1,11,1,5.75
1,1,2015,26000,3,1,1,14.47,2993,301.73,5,12,2,2,2,2,75
2,1,2007,140000,3,0,2,17.8,1248,75,5,12,1,1,11,1,2
3,1,2008,95291,2,0,1,17.92,1086,62.1,5,12,2,2,2,2,2.3
1,1,2009,135000,3,0,2,12.8,2494,102,8,12,1,1,11,1,8.2
2,1,2015,32000,2,0,1,18.6,1197,81.83,5,12,2,2,2,2,4.8
3,1,2008,68333,3,1,2,11,2987,198.5,5,12,1,1,11,1,8.5
1,1,2011,72000,3,0,1,20,1399,68,5,12,2,2,2,2,2.9
2,1,2012,52100,3,0,1,21.43,1364,86.79,5,12,1,1,11,1,6.5
3,1,2018,10000,2,0,1,18.9,1197,81.86,5,12,2,2,2,2,5.85
1,1,2019,6261,3,0,1,16.3,1956,170,5,12,1,1,11,1,23.91
2,1,2019,3906,2,1,1,20.89,1197,81.8,5,12,2,2,2,2,7.36
3,1,2014,55960,3,0,1,11.5,2982,171,7,12,1,1,11,1,17.25
1,1,2013,144000,3,0,1,20.54,1598,103.6,5,12,2,2,2,2,7
2,1,2017,38000,3,0,1,13.68,2393,147.8,7,12,1,1,11,1,17.65
3,1,2013,51000,3,0,1,20,1399,68.1,5,12,2,2,2,2,2.5
1,1,2015,150000,3,0,1,23.59,1364,67.05,5,12,1,1,11,1,6
2,1,2018,2500,3,0,1,18.06,2523,63,7,12,2,2,2,2,8.25
3,1,2018,41661,3,1,1,12.7,2179,187.7,5,12,1,1,11,1,44.83
1,1,2011,64000,3,1,1,16.07,1995,181,5,12,2,2,2,2,10.5
2,1,2008,80000,2,0,2,13.2,1495,94,5,12,1,1,11,1,1.9
3,1,2016,30000,2,1,2,23.1,998,67.04,5,12,2,2,2,2,4.25
1,1,2014,43000,3,1,2,16.36,2179,187.7,5,12,1,1,11,1,26.5
2,1,2013,90000,3,1,2,12.4,2698,179.5,5,12,2,2,2,2,22.5
3,1,2011,123880,3,0,1,23.08,1461,63.1,5,12,1,1,11,1,3.3
1,1,2015,42000,2,0,2,18,1198,86.7,5,12,2,2,2,2,4.3
2,1,2012,79824,3,0,1,19.87,1461,83.8,5,12,1,1,11,1,5.25
3,1,2015,75000,3,0,1,12.99,2494,100.6,8,12,2,2,2,2,11.75
1,1,2014,72411,2,0,1,18,1198,86.7,5,12,1,1,11,1,4.25
2,1,2012,63000,3,1,1,14.94,2143,204,5,12,2,2,2,2,14.22
3,1,2015,53713,2,0,1,17.71,1197,78.9,5,12,1,1,11,1,4.2
1,1,2017,18000,3,1,1,11.36,2755,171.5,8,12,2,2,2,2,18.25
2,1,2013,51000,3,0,1,15.8,2148,170,5,12,1,1,11,1,18.5
3,1,2008,86700,2,0,2,16.1,1298,88.2,5,12,2,2,2,2,2.4
1,1,2016,29000,3,0,1,27.39,1248,74,5,12,1,1,11,1,6.5
2,1,2014,56000,5,0,1,13.45,1086,62.1,5,12,2,2,2,2,3.2
3,1,2015,33000,2,1,1,23.1,998,67.04,5,12,1,1,11,1,3.99
1,1,2014,64394,3,0,1,22.7,1498,89.84,5,12,2,2,2,2,5.45
2,1,2010,76000,3,0,1,18.8,1248,90,5,12,1,1,11,1,2.7
3,1,2016,48719,3,0,1,27.3,1498,98.6,5,12,2,2,2,2,6.25
1,1,2016,59711,3,0,1,15.1,2179,140,7,12,1,1,11,1,13.28
2,1,2012,83000,3,0,1,23.08,1461,63.1,5,12,2,2,2,2,3.7
3,1,2018,10714,3,1,1,19.27,2143,167.62,5,12,1,1,11,1,39.51
1,1,2010,127510,3,0,2,19,1248,90,5,12,2,2,2,2,1.4
2,1,2014,35010,3,0,1,22.9,1248,74,5,12,1,1,11,1,3.5
3,1,2012,75451,2,0,1,17.5,1197,85.8,5,12,2,2,2,2,3.78
1,1,2015,83000,3,0,1,19.09,1405,69.01,5,12,1,1,11,1,2.7
2,1,2013,38755,3,0,1,25.8,1498,98.6,5,12,2,2,2,2,3.2
3,1,2016,30000,2,0,1,20.4,1197,81.8,5,12,1,1,11,1,5
1,1,2012,40000,3,0,1,20.77,1248,88.8,7,12,2,2,2,2,7
2,1,2014,19500,2,0,2,18.9,1197,82,5,12,1,1,11,1,2.85
3,1,2016,41000,2,0,1,19.69,1198,67.04,5,12,2,2,2,2,4.25
1,1,2014,30000,2,0,2,18.9,1197,82,5,12,1,1,11,1,4.9
2,1,2017,37000,3,0,1,17.1,1956,170,5,12,2,2,2,2,16.9
3,1,2014,62000,3,0,2,22.07,1199,73.9,5,12,1,1,11,1,4.25
1,1,2015,42023,2,1,1,15.5,1198,86.7,5,12,2,2,2,2,4.34
2,1,2012,51001,3,1,1,16.09,1995,184,5,12,1,1,11,1,17
3,1,2017,55389,3,1,1,18.88,1995,184,5,12,2,2,2,2,28.45
1,1,2014,46728,2,1,1,15.6,1497,116.3,5,12,1,1,11,1,6.15
2,1,2014,58995,3,0,1,12.83,2696,162,7,12,2,2,2,2,9.25
3,1,2015,37857,3,0,1,26.59,1248,74,5,12,1,1,11,1,4.85
1,1,2014,71000,3,0,1,25.2,1248,74,5,12,2,2,2,2,4.8
2,1,2012,49024,2,0,1,18.4,1198,86.8,5,12,1,1,11,1,2.3
3,1,2016,10770,2,0,1,18.9,1197,82,5,12,2,2,2,2,4.75
1,1,2017,72000,3,0,1,22.95,1248,74,5,12,1,1,11,1,5
2,1,2015,91000,2,0,1,21.1,814,55.2,5,12,2,2,2,2,2.5
3,1,2017,14000,2,0,1,18.6,1197,81.83,5,12,1,1,11,1,5.95
1,1,2014,48000,3,1,2,9,1984,181,5,12,2,2,2,2,16
2,1,2014,75136,3,0,1,22.7,1498,89.84,5,12,1,1,11,1,6.15
3,1,2014,32500,2,0,2,21.1,1197,85.8,5,12,2,2,2,2,4.05
1,1,2010,94500,3,0,2,21.9,1396,90,5,12,1,1,11,1,3.1
2,1,2013,34900,2,0,1,22,1197,81.8,5,12,2,2,2,2,5.49
3,1,2010,42400,2,1,3,8,4806,394.3,4,12,1,1,11,1,42.91
1,1,2015,50000,3,0,1,17.8,1248,75,5,12,2,2,2,2,5.7
2,1,2014,35000,2,0,1,19.4,1198,86.8,5,12,1,1,11,1,2.85
3,1,2012,37000,2,0,2,18.6,1199,79.4,5,12,2,2,2,2,2.35
1,1,2018,32807,2,1,1,13,1591,121.3,5,12,1,1,11,1,14.76
2,1,2008,119000,2,0,2,17.7,1497,78,5,12,2,2,2,2,2.25
3,1,2016,12000,2,0,1,18.5,1197,85.8,5,12,1,1,11,1,3.65
1,1,2016,46727,3,0,1,22.77,1498,98.59,5,12,2,2,2,2,7.25
2,1,2010,73336,3,1,1,13.2,1995,170,5,12,1,1,11,1,10.69
3,1,2014,9000,2,0,2,17.01,1591,121.3,5,12,2,2,2,2,5.5
1,1,2005,240000,3,0,4,12.8,2494,102,8,12,1,1,11,1,5.1
2,1,2014,25422,2,0,1,22.5,998,67.04,5,12,2,2,2,2,3.25
3,1,2018,14000,3,0,1,25.47,1248,88.5,7,12,1,1,11,1,9.25
1,1,2008,66000,2,0,1,19.7,796,46.3,5,12,2,2,2,2,1.7
2,1,2010,55324,2,0,1,19,998,66.1,5,12,1,1,11,1,2.87
3,1,2009,90000,3,1,1,11,2993,235,5,12,2,2,2,2,17.75
1,1,2017,43000,2,0,1,18.15,1198,82,5,12,1,1,11,1,4.5
2,1,2008,58483,2,1,2,19.2,1197,80,5,12,2,2,2,2,2.95
3,1,2007,93000,2,1,2,12.9,1799,130,5,12,1,1,11,1,2.6
1,1,2010,50000,2,0,1,20.36,1197,78.9,5,12,2,2,2,2,3
2,1,2014,78616,3,1,2,14.84,2143,170,5,12,1,1,11,1,15.5
3,1,2011,37000,2,0,1,17.6,1496,88.73,5,12,2,2,2,2,2.8
1,1,2010,54801,2,0,1,17,1497,118,5,12,1,1,11,1,2.5
2,1,2014,29000,3,0,1,23.4,1248,74,5,12,2,2,2,2,5.75
3,1,2010,68000,2,0,1,22,1197,81.8,5,12,1,1,11,1,2.8
1,1,2014,58000,2,0,1,17.01,1591,121.3,5,12,2,2,2,2,4.59
2,1,2012,64290,3,0,1,23.2,1248,73.94,5,12,1,1,11,1,3.65
3,1,2015,31000,3,0,1,13,2982,168.5,7,12,2,2,2,2,19.85
1,1,2018,16039,3,0,1,17.1,1956,170,5,12,1,1,11,1,18.5
2,1,2017,19860,2,0,1,18.6,1197,81.83,5,12,2,2,2,2,6.95
3,1,2014,48500,4,0,2,26.6,998,58.16,5,12,1,1,11,1,2.85
1,1,2012,75391,3,0,1,13.93,2179,138,7,12,2,2,2,2,3.75
2,1,2008,78000,3,0,2,19.3,1248,73.9,5,12,1,1,11,1,2.3
3,1,2016,78000,3,0,1,25,1396,69.01,5,12,2,2,2,2,2.3
1,1,2016,52000,3,0,1,28.4,1248,74,5,12,1,1,11,1,5.95
2,1,2016,30000,2,1,1,23.1,998,67.04,5,12,2,2,2,2,3.49
3,1,2016,19254,3,1,1,14.69,2993,258,5,12,1,1,11,1,47.7
1,1,2015,29651,2,0,1,16.47,1198,74,5,12,2,2,2,2,6.43
2,1,2011,80000,3,0,1,13.93,2179,138.03,7,12,1,1,11,1,4.5
3,1,2018,2971,2,1,1,13.6,1598,181,4,12,2,2,2,2,39.75
1,1,2015,21400,2,0,1,15.6,1196,70,5,12,1,1,11,1,4
2,1,2015,77000,3,0,1,26,1498,98.6,5,12,2,2,2,2,6.98
3,1,2006,80000,3,0,2,12.6,1991,112,7,12,1,1,11,1,1.75
1,1,2013,81755,3,0,1,20,1968,108.5,5,12,2,2,2,2,4.75
2,1,2016,99593,3,0,1,11.5,2982,171,7,12,1,1,11,1,23.5
3,1,2014,39791,3,0,1,22.32,1582,126.32,5,12,2,2,2,2,7.49
1,1,2015,113000,3,0,1,15.1,2179,140,7,12,1,1,11,1,10.85
2,1,2017,24000,2,0,1,25.17,799,53.3,5,12,2,2,2,2,3.5
3,1,2015,39000,2,0,2,18.6,1197,81.83,5,12,1,1,11,1,6.3
1,1,2012,37000,2,1,1,15.6,1497,116.3,5,12,2,2,2,2,6.75
2,1,2017,61108,3,1,1,10.91,3198,197,7,12,1,1,11,1,28.88
3,1,2016,61648,2,1,1,13.7,1798,157.75,5,12,2,2,2,2,14.23
1,1,2012,37000,3,1,3,22.69,1995,190,5,12,1,1,11,1,15
2,1,2013,53000,4,0,1,22.8,1373,80.9,7,12,2,2,2,2,5.8
3,1,2013,65000,3,0,1,23.2,1248,73.94,5,12,1,1,11,1,3.75
1,1,2005,120000,2,0,1,0,1086,null,5,12,2,2,2,2,1.15
2,1,2011,148009,3,0,2,11.5,2982,171,7,12,1,1,11,1,12.75
3,1,2009,53001,2,0,1,16.1,1298,88.2,5,12,2,2,2,2,1.95
1,1,2018,22345,2,0,1,20.3,1199,84,5,12,1,1,11,1,4.95
2,1,2015,50000,2,1,1,18,1497,117.3,5,12,2,2,2,2,8.25
3,1,2013,48183,3,1,1,13.2,1995,170,5,12,1,1,11,1,20.99
1,1,2010,93000,3,1,2,14.21,2143,203,5,12,2,2,2,2,17.5
2,1,2015,53500,3,0,1,28.4,1248,74,5,12,1,1,11,1,5.36
3,1,2014,17585,2,0,1,16.02,1373,93.7,7,12,2,2,2,2,6.35
1,1,2011,36226,2,0,1,17.01,1591,121.3,5,12,1,1,11,1,2.95
2,1,2019,25899,3,1,1,12.63,2179,147.5,5,12,2,2,2,2,55.7
3,1,2009,60170,2,0,1,0,1086,62,5,12,1,1,11,1,1.15
1,1,2017,11200,3,1,1,19.27,2143,167.62,5,12,2,2,2,2,37.5
2,1,2017,49045,2,0,1,20.36,1197,78.9,5,12,1,1,11,1,4.07
3,1,2012,45000,3,0,1,22.07,1199,73.9,5,12,2,2,2,2,2.99
1,1,2017,40000,3,0,1,24.3,1248,88.5,5,12,1,1,11,1,7.9
2,1,2016,36600,3,0,1,19.87,1461,83.8,5,12,2,2,2,2,7.49
3,1,2009,117000,3,0,1,18,1248,75,5,12,1,1,11,1,1.1
1,1,2016,16000,3,1,1,11.3,2987,254.8,7,12,2,2,2,2,56
2,1,2016,50000,3,0,1,25.4,1186,73.97,5,12,1,1,11,1,3.5
3,1,2008,150000,3,0,1,18.1,1493,110,5,12,2,2,2,2,3
1,1,2014,11000,2,0,1,17.01,1591,121.3,5,12,1,1,11,1,6.1
2,1,2010,102016,2,0,1,15.6,1196,70,5,12,2,2,2,2,2.25
3,1,2016,38000,3,0,1,25.2,1248,74,5,12,1,1,11,1,5.95
1,1,2013,71491,3,0,1,23.08,1461,63.12,5,12,2,2,2,2,4.95
2,1,2015,46354,2,0,2,16.47,1198,74,5,12,1,1,11,1,5.49
3,1,2019,87000,3,1,1,22.69,1995,190,5,12,2,2,2,2,6.67
1,1,2015,20765,2,0,1,15,1598,103.52,5,12,1,1,11,1,6.25
2,1,2005,58000,2,0,2,0,999,null,5,12,2,2,2,2,1.51
3,1,2014,51076,3,1,1,12.07,2967,241.4,7,12,1,1,11,1,34.88
1,1,2016,84085,3,0,1,26.21,1248,88.5,5,12,2,2,2,2,6.9
2,1,2014,55000,3,0,1,25.1,1498,98.6,5,12,1,1,11,1,5.99
3,1,2010,73000,2,1,1,10.93,3498,272,5,12,2,2,2,2,10.4
1,1,2012,50001,3,1,1,14.57,2967,241.38,5,12,1,1,11,1,29
2,1,2016,93166,3,0,2,14.02,2179,118.3,7,12,2,2,2,2,5.85
3,1,2006,99583,2,1,3,12,1493,100,5,12,1,1,11,1,2.21
1,1,2010,72000,2,0,1,15.5,1586,103.3,5,12,2,2,2,2,2.4
2,1,2009,70000,2,0,3,14.53,1798,138.1,5,12,1,1,11,1,3
3,1,2012,61000,2,1,2,14.4,1598,103.6,5,12,2,2,2,2,3.75
1,1,2015,66510,2,0,1,21.1,814,55.2,5,12,1,1,11,1,2.95
2,1,2011,84062,3,0,1,20,1968,108.5,5,12,2,2,2,2,5.8
3,1,2012,80799,3,0,1,22.9,1248,74,5,12,1,1,11,1,4.9
1,1,2018,5000,2,1,1,14.28,1798,138.03,5,12,2,2,2,2,16.95
2,1,2013,92000,3,0,1,12.99,2494,100,8,12,1,1,11,1,12.5
3,1,2017,53000,3,0,1,27.28,1047,69,5,12,2,2,2,2,5
1,1,2015,39822,2,0,1,15.41,1598,103.52,5,12,1,1,11,1,4.68
2,1,2016,29000,3,1,1,10.91,3198,197,7,12,2,2,2,2,29.8
3,1,2017,24214,2,0,2,25.17,799,53.3,5,12,1,1,11,1,3.46
1,1,2012,75000,3,0,1,23,1396,90,5,12,2,2,2,2,4
2,1,2012,77216,3,0,2,17.5,1896,106,5,12,1,1,11,1,4.5
3,1,2013,74290,3,0,1,21.43,1364,87.2,5,12,2,2,2,2,5.87
1,1,2015,61000,3,0,1,15.4,2179,120,8,12,1,1,11,1,9.5
2,1,2013,44000,3,1,1,14.16,1968,174.3,5,12,2,2,2,2,32.5
3,1,2014,74041,3,0,1,18.2,1248,73.8,8,12,1,1,11,1,3.88
1,1,2013,85846,3,1,1,22.69,1995,190,5,12,2,2,2,2,13.08
2,1,2012,52000,3,0,1,21.64,1461,84.8,5,12,1,1,11,1,3.5
3,1,2010,47000,2,0,2,12.8,2354,177.6,5,12,2,2,2,2,3.5
1,1,2010,72010,3,0,1,16.8,1493,110,5,12,1,1,11,1,4.45
2,1,2015,15000,2,0,1,16.8,796,34.2,8,12,2,2,2,2,2.35
3,1,2015,480000,2,0,1,17.4,1497,117.3,5,12,1,1,11,1,5
1,1,2012,24720,3,1,2,0,2967,241.4,5,12,2,2,2,2,28
2,1,2007,75000,2,0,2,16.6,1388,68,5,12,1,1,11,1,2
3,1,2015,57000,3,0,1,22.54,1396,88.73,5,12,2,2,2,2,6.35
1,1,2015,41057,3,1,1,13,2143,201.1,5,12,1,1,11,1,24.63
2,1,2012,92000,4,0,2,26.2,998,58.2,5,12,2,2,2,2,3
3,1,2016,20000,3,0,1,22.77,1498,98.59,5,12,1,1,11,1,7.9
1,1,2011,52359,2,0,1,18.5,1197,80,5,12,2,2,2,2,3.25
2,1,2016,17000,2,0,2,17.8,1497,117.3,5,12,1,1,11,1,8.25
3,1,2011,39002,3,0,1,23.08,1461,63.1,5,12,2,2,2,2,2.85
1,1,2010,129986,3,0,2,20,1399,68,5,12,1,1,11,1,3.2
2,1,2013,45000,2,0,1,18.44,1198,75,5,12,2,2,2,2,1.75
3,1,2013,41300,3,0,1,17.8,1248,null,5,12,1,1,11,1,3.38
1,1,2009,82002,2,0,2,12.8,2354,177.6,5,12,2,2,2,2,5.75
2,1,2010,67000,2,1,1,13.7,1798,157.75,5,12,1,1,11,1,4.7
3,1,2017,21260,2,0,1,14,796,35,5,12,2,2,2,2,2.9
1,1,2012,55362,3,0,1,21.9,1396,88.8,5,12,1,1,11,1,4.25
2,1,2017,13000,3,1,1,17.01,1582,126.2,5,12,2,2,2,2,14.5
3,1,2016,45725,3,0,1,25.2,1248,74,5,12,1,1,11,1,5.34
1,1,2014,105000,3,0,1,25.2,1248,74,5,12,2,2,2,2,3.85
2,1,2009,156056,3,0,1,12.8,2494,102,8,12,1,1,11,1,8.5
3,1,2016,135000,3,0,1,24.4,1120,71,5,12,2,2,2,2,4.2
1,1,2016,67000,3,0,1,20.77,1248,88.7,7,12,1,1,11,1,6.75
2,1,2016,90000,3,1,1,10.91,3198,197.2,7,12,2,2,2,2,26
3,1,2019,32251,3,0,1,22.54,1396,88.73,5,12,1,1,11,1,8.61
1,1,2009,47000,2,0,1,19,998,67.1,5,12,2,2,2,2,1.46
2,1,2011,75308,3,0,2,21.1,1248,73.9,5,12,1,1,11,1,2.8
3,1,2018,44202,4,0,1,32.26,998,58.2,4,12,2,2,2,2,4
1,1,2014,58000,2,0,1,17,1497,118,5,12,1,1,11,1,5.47
2,1,2009,60000,2,0,1,17.5,1298,85.8,5,12,2,2,2,2,2.45
3,1,2014,45000,3,1,1,17.05,1995,184,5,12,1,1,11,1,21.5
1,1,2010,41195,2,0,1,15,1368,90,5,12,2,2,2,2,1.38
2,1,2016,89000,3,0,1,16,2179,140,7,12,1,1,11,1,13.5
3,1,2009,60510,2,1,2,16.95,1197,78.9,5,12,2,2,2,2,3.1
1,1,2016,8500,2,0,1,21.4,1197,83.1,5,12,1,1,11,1,5.49
2,1,2017,35981,3,0,1,24.3,1248,88.5,5,12,2,2,2,2,9.51
3,1,2012,23152,2,0,1,15.6,1196,70.02,5,12,1,1,11,1,2.39
1,1,2014,74663,4,0,1,33.54,998,67.04,5,12,2,2,2,2,3.25
2,1,2014,61529,2,1,1,18.19,1197,103.5,5,12,1,1,11,1,5.65
3,1,2010,91596,3,0,1,14.95,2489,93.7,7,12,2,2,2,2,1.85
1,1,2019,14298,2,1,1,13.33,2995,340,5,12,1,1,11,1,2.02
2,1,2013,83327,3,0,1,19.3,1248,73.9,5,12,2,2,2,2,5.8
